id;title;title_en;title_jp;title_alias;type;source;num_episodes;status;duration;rating;score;scored_by;score_rank;popularity_rank;members;favorites;season;year;producers;licensors;studios;genres;explicit_genres;themes;target_audience;image_link;airing_date;end_date;full_airing_date;broadcast_day
40472;Boku to Joi no Shinsatsu Nisshi The Animation;;ボクと彼女[女医]の診察日誌 THE ANIMATION;;OVA;Visual novel;1;Finished Airing;23 min;Rx - Hentai;6.99;3311;;6694;6973;23;;;Pink Pineapple;;Studio 1st;Hentai;;;;https://cdn.myanimelist.net/images/anime/1918/112315.jpg;2019-12-20;;Dec 20, 2019;
40477;Curry Meshi x Zombieland Saga;;カレーメシ×ゾンビランドサガ;;Special;Original;1;Finished Airing;31 sec;G - All Ages;5.86;2318;9870;6576;7242;4;;;;;;Supernatural;;Music;;https://cdn.myanimelist.net/images/anime/1265/103356.jpg;2019-10-03;;Oct 3, 2019;
40483;Murenase! Seton Gakuen;Seton Academy: Join the Pack!;群れなせ！シートン学園;Come Together! to the Seton Academy;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.97;91945;4103;1144;179772;487;winter;2020;Animax, Tokyo MX, Cygames, Legs, Happinet;;Studio Gokumi;Comedy;;Anthropomorphic, School;;https://cdn.myanimelist.net/images/anime/1558/104666.jpg;2020-01-07;2020-03-24;Jan 7, 2020 to Mar 24, 2020;Tuesdays
40485;Strike the Blood IV;;ストライク・ザ・ブラッド IV;Strike the Blood Fourth;OVA;Light novel;12;Finished Airing;25 min per ep;R+ - Mild Nudity;6.99;21453;4031;2173;75412;179;;;Magic Capsule;;Connect;Action, Fantasy, Supernatural, Ecchi;;Harem, Vampire;;https://cdn.myanimelist.net/images/anime/1692/116875.jpg;2020-04-08;2021-06-30;Apr 8, 2020 to Jun 30, 2021;
40486;Strike the Blood: Kieta Seisou-hen;;ストライク・ザ・ブラッド 消えた聖槍篇;Strike the Blood Special OVA;OVA;Light novel;1;Finished Airing;26 min;R+ - Mild Nudity;6.93;10338;4268;3869;26184;28;;;Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Kadokawa;;Connect;Action, Fantasy, Supernatural, Ecchi;;Harem, Vampire;;https://cdn.myanimelist.net/images/anime/1918/103377.jpg;2020-01-29;;Jan 29, 2020;
40488;Futsal Boys!!!!!;;フットサルボーイズ!!!!!;;TV;Mixed media;12;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;5.47;8733;11387;3737;28220;220;winter;2022;Lantis, Bandai Namco Entertainment, Good Smile Company, Live Viewing Japan, Bandai Namco Arts;;Diomedéa;Sports;;Team Sports;;https://cdn.myanimelist.net/images/anime/1475/120394.jpg;2022-01-09;2022-03-27;Jan 9, 2022 to Mar 27, 2022;Sundays
40489;Sword Art Online: Alicization - War of Underworld Reflection;;ソードアート・オンライン アリシゼーション War of Underworld 前半戦総集編特番「リフレクション」;Sword Art Online: Alicization Recap, Sword Art Online: Alicization - War of Underworld Episode 0;Special;Light novel;1;Finished Airing;24 min;R - 17+ (violence & profanity);6.83;20700;4769;2821;47625;91;;;Aniplex, Egg Firm;;A-1 Pictures;Action, Adventure, Fantasy;;Video Game;;https://cdn.myanimelist.net/images/anime/1072/103398.jpg;2019-10-06;;Oct 6, 2019;
40491;Hyperventilation;;과호흡 (過呼吸);Gwahoheup;ONA;Other;6;Finished Airing;3 min per ep;R+ - Mild Nudity;7.17;10216;3197;4177;22160;109;;;;;;Boys Love, Drama, Romance;;;;https://cdn.myanimelist.net/images/anime/1708/107833.jpg;2017-10-11;;Oct 11, 2017;
40496;Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou;The Misfit of Demon King Academy;魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～;The Misfit of Demon King Academy: History's Strongest Demon King Reincarnates and Goes to School with His Descendants;TV;Light novel;13;Finished Airing;23 min per ep;R - 17+ (violence & profanity);7.38;395691;2128;264;656592;5360;summer;2020;Aniplex, Kadokawa;Aniplex of America;SILVER LINK.;Action, Fantasy;;Mythology, Reincarnation, School;;https://cdn.myanimelist.net/images/anime/1126/108573.jpg;2020-07-04;2020-09-26;Jul 4, 2020 to Sep 26, 2020;Saturdays
40497;Mahouka Koukou no Rettousei: Raihousha-hen;The Irregular at Magic High School: Visitor Arc;魔法科高校の劣等生 来訪者編;;TV;Light novel;13;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.29;141312;2528;658;311447;1208;fall;2020;Aniplex, Square Enix, Movic, Studio Mausu, Straight Edge, Kadokawa;Aniplex of America;8bit;Action, Romance, Sci-Fi, Supernatural;;School;;https://cdn.myanimelist.net/images/anime/1322/114329.jpg;2020-10-04;2020-12-27;Oct 4, 2020 to Dec 27, 2020;Sundays
40504;Major 2nd 2nd Season;;メジャーセカンド;;TV;Manga;25;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.49;8597;1726;4414;19600;67;spring;2020;Shogakukan-Shueisha Productions, NHK;;OLM;Comedy, Drama, Sports;;Team Sports;Shounen;https://cdn.myanimelist.net/images/anime/1025/105319.jpg;2020-04-04;2020-11-07;Apr 4, 2020 to Nov 7, 2020;Saturdays
40506;Shadowverse;;シャドウバース;;TV;Card game;48;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;5.7;4178;10553;5054;13913;29;spring;2020;TV Tokyo, Sonilude;;Zexcs;Fantasy;;Strategy Game;;https://cdn.myanimelist.net/images/anime/1003/106498.jpg;2020-04-07;2021-03-23;Apr 7, 2020 to Mar 23, 2021;Tuesdays
40507;Arifureta Shokugyou de Sekai Saikyou 2nd Season;Arifureta: From Commonplace to World's Strongest Season 2;ありふれた職業で世界最強 2nd Season;From Common Job Class to the Strongest in the World 2nd Season;TV;Light novel;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.2;114025;3022;698;297788;4098;winter;2022;;;asread., studio MOTHER;Action, Adventure, Fantasy;;Harem, Isekai;;https://cdn.myanimelist.net/images/anime/1877/119668.jpg;2022-01-13;2022-03-31;Jan 13, 2022 to Mar 31, 2022;Thursdays
40513;Nami yo Kiitekure;Wave, Listen to Me!;波よ聞いてくれ;Nami yo Kiite Kure;TV;Manga;12;Finished Airing;24 min per ep;R - 17+ (violence & profanity);7.35;28571;2250;2121;78062;171;spring;2020;Mainichi Broadcasting System, Kodansha, DMM pictures, DMM Music;Funimation;Sunrise;Comedy, Drama, Romance;;Adult Cast, Showbiz;Seinen;https://cdn.myanimelist.net/images/anime/1913/112190.jpg;2020-04-04;2020-06-20;Apr 4, 2020 to Jun 20, 2020;Saturdays
40515;Nihon Chinbotsu 2020;Japan Sinks: 2020;日本沈没2020;;ONA;Novel;10;Finished Airing;25 min per ep;R - 17+ (violence & profanity);6.45;77675;6751;1430;137143;381;;;;;Science SARU;Drama, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/1989/107335.jpg;2020-07-09;;Jul 9, 2020;
40519;Youma Shoukan e Youkoso;;妖魔娼館へようこそ;;OVA;Visual novel;2;Finished Airing;16 min per ep;Rx - Hentai;6.65;2996;;6638;7131;42;;;Lune Pictures;;T-Rex;Fantasy, Supernatural, Hentai;;Mythology;;https://cdn.myanimelist.net/images/anime/1230/106167.jpg;2020-02-07;2020-03-06;Feb 7, 2020 to Mar 6, 2020;
40520;Chii-chan Kaihatsu Nikki;;ちーちゃん開発日記;Chii-chan's Development Diary;OVA;Manga;2;Finished Airing;15 min per ep;Rx - Hentai;6.23;2187;;7413;5274;16;;;Lune Pictures;;T-Rex;Hentai;;;;https://cdn.myanimelist.net/images/anime/1829/103705.jpg;2020-01-31;2020-02-07;Jan 31, 2020 to Feb 7, 2020;
40521;Kiss Hug;;キスハグ;;OVA;Manga;2;Finished Airing;19 min per ep;Rx - Hentai;6.64;3536;;6138;8694;20;;;Queen Bee, Mediabank;;;Hentai;;;;https://cdn.myanimelist.net/images/anime/1953/104299.jpg;2019-12-27;2020-02-28;Dec 27, 2019 to Feb 28, 2020;
40526;Dragon, Ie wo Kau.;Dragon Goes House-Hunting;ドラゴン、家を買う。;Dragon's House-Hunting, DoraIe;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;6.4;19007;7037;2713;51641;181;spring;2021;Pony Canyon, Studio Mausu;Funimation;Signal.MD;Comedy, Fantasy;;Iyashikei;Shounen;https://cdn.myanimelist.net/images/anime/1876/114021.jpg;2021-04-04;2021-06-20;Apr 4, 2021 to Jun 20, 2021;Sundays
40529;No Guns Life 2nd Season;No Guns Life Season 2;ノー・ガンズ・ライフ;;TV;Manga;12;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.07;27585;3669;2213;73306;76;summer;2020;Sony Pictures Entertainment, TBS, AT-X, Hakuhodo DY Music & Pictures, BS11, Egg Firm, Good Smile Film;Funimation;Madhouse;Action, Drama, Sci-Fi;;;Seinen;https://cdn.myanimelist.net/images/anime/1477/106613.jpg;2020-07-10;2020-09-25;Jul 10, 2020 to Sep 25, 2020;Fridays
