id;title;title_en;title_jp;title_alias;type;source;num_episodes;status;duration;rating;score;scored_by;score_rank;popularity_rank;members;favorites;season;year;producers;licensors;studios;genres;explicit_genres;themes;target_audience;image_link;airing_date;end_date;full_airing_date;broadcast_day
4038;Zettai Karen Children;Psychic Squad;絶対可憐チルドレン;Absolutely Lovely Children, ZKC;TV;Manga;51;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.3;11633;2525;2932;44359;118;spring;2008;TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio;Sentai Filmworks;SynergySP;Action, Comedy, Supernatural;;;Shounen;https://cdn.myanimelist.net/images/anime/5/75581.jpg;2008-04-06;2009-03-29;Apr 6, 2008 to Mar 29, 2009;
4039;Golgo 13 (TV);Golgo 13;ゴルゴ13;;TV;Manga;50;Finished Airing;24 min per ep;R+ - Mild Nudity;7.52;10979;1641;3121;39887;208;spring;2008;TV Tokyo, Sotsu, Half H.P Studio;Sentai Filmworks;The Answer Studio;Action, Adventure, Drama, Suspense;;Adult Cast;Seinen;https://cdn.myanimelist.net/images/anime/9/25423.jpg;2008-04-12;2009-03-28;Apr 12, 2008 to Mar 28, 2009;
4052;Medarot Damashii;Medabots Spirits;メダロット魂;Medabots Damashii, Medabots Spirits, Medabots II;TV;Game;39;Finished Airing;22 min per ep;G - All Ages;6.65;9769;5603;4472;18899;14;summer;2000;TV Tokyo, Nihon Ad Systems, Nelvana;ADV Films, Discotek Media;Trans Arts;Action, Adventure, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/2/19960.jpg;2000-07-07;2001-03-30;Jul 7, 2000 to Mar 30, 2001;Fridays
4053;Tennis no Ouji-sama: Zenkoku Taikai-hen - Final;;テニスの王子様 Original Video Animation 全国大会編 Final;Prince of Tennis: The National Tournament Finals;OVA;Manga;7;Finished Airing;23 min per ep;PG-13 - Teens 13 or older;7.97;18701;618;3386;34471;48;;;Production I.G, Nihon Ad Systems;;M.S.C;Sports;;;Shounen;https://cdn.myanimelist.net/images/anime/9/7525.jpg;2008-04-25;2009-01-23;Apr 25, 2008 to Jan 23, 2009;
4057;Inyouchuu Shoku: Ryoushokutou Taimaroku;;淫妖蟲・蝕 ～凌触島退魔録～;Inyouchu Shoku;OVA;Visual novel;2;Finished Airing;26 min per ep;Rx - Hentai;6.29;2235;;7016;6171;40;;;Milky Animation Label, MS Pictures;;Anime Antenna Iinkai;Fantasy, Hentai;;Mythology;;https://cdn.myanimelist.net/images/anime/1441/104065.jpg;2008-04-25;2008-08-25;Apr 25, 2008 to Aug 25, 2008;
4059;Clannad: Mou Hitotsu no Sekai, Tomoyo-hen;Clannad: Another World, Tomoyo Chapter;-クラナド-　もうひとつの世界　智代編;Clannad OVA;Special;Visual novel;1;Finished Airing;25 min;PG-13 - Teens 13 or older;7.94;195654;656;708;293129;837;;;Pony Canyon;Sentai Filmworks;Kyoto Animation;Drama, Romance;;School;;https://cdn.myanimelist.net/images/anime/12/19620.jpg;2008-07-16;;Jul 16, 2008;
4063;Sekirei;Sekirei;セキレイ;Wagtail;TV;Manga;12;Finished Airing;23 min per ep;R+ - Mild Nudity;7.05;196995;3753;509;383925;1634;summer;2008;Aniplex, Movic;Funimation;Seven Arcs;Action, Comedy, Ecchi;;Harem, Super Power;;https://cdn.myanimelist.net/images/anime/10/15182.jpg;2008-07-02;2008-09-17;Jul 2, 2008 to Sep 17, 2008;Wednesdays
4066;Tytania;Tytania;タイタニア;Titania, Taitania;TV;Light novel;26;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.81;7057;4852;4491;18759;32;fall;2008;Kodansha, Sogo Vision, Magic Capsule, Happinet Pictures, Sony PCL;Sentai Filmworks;Artland;Adventure, Romance, Sci-Fi;;Military, Psychological, Space;;https://cdn.myanimelist.net/images/anime/7/10435.jpg;2008-10-09;2009-03-26;Oct 9, 2008 to Mar 26, 2009;
4069;Pucca;Pucca: Funny Love;プッカ;;ONA;Unknown;46;Finished Airing;2 min per ep;G - All Ages;6.58;4637;6001;6268;8167;11;;;VOOZ Character System;;;Comedy, Romance;;;;https://cdn.myanimelist.net/images/anime/2/7414.jpg;2000-01-01;2005-01-01;2000 to 2005;
4078;Kyou no 5 no 2 Kagai Jugyou: Mizukake;;今日の５の２課外授業:ミズカケ;Kyou no Go no Ni Special, Kyou no Go no Ni Tokuten, Kyou no Go no Ni Special Class: Water Splash, Kyou no Go no Ni Extra lesson: Water Splash, Today in Class 5-2 Special;Special;Manga;1;Finished Airing;5 min;PG-13 - Teens 13 or older;6.89;2933;4414;6919;6371;1;;;;;Shinkuukan;Comedy, Ecchi;;School;Seinen;https://cdn.myanimelist.net/images/anime/10/42577.jpg;2008-01-30;;Jan 30, 2008;
4080;Kyou kara Maou! 3rd Series;;今日からマ王！第3シリーズ;Kyou Kara Maou! Dai San Series, Kyou Kara Maoh! Third Series, Kyou Kara Maoh! Season 3, Maruma Third Series;TV;Light novel;39;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.75;13315;1011;3461;32582;107;spring;2008;;Discotek Media;Studio Deen;Adventure, Comedy, Fantasy;;Isekai, Mythology;Shoujo;https://cdn.myanimelist.net/images/anime/7/22639.jpg;2008-04-03;2009-02-19;Apr 3, 2008 to Feb 19, 2009;Thursdays
4081;Natsume Yuujinchou;Natsume's Book of Friends;夏目友人帳;Natsume Yujincho, Natsume Yujin-cho;TV;Manga;13;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;8.32;173997;222;382;497707;14701;summer;2008;Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment;NIS America, Inc., Crunchyroll;Brain's Base;Drama, Slice of Life, Supernatural;;Iyashikei, Mythology;Shoujo;https://cdn.myanimelist.net/images/anime/1681/108439.jpg;2008-07-08;2008-09-30;Jul 8, 2008 to Sep 30, 2008;Tuesdays
4082;Kaibutsu Oujo: Konsui Oujo;Princess Comatose;怪物王女　第26話「昏睡王女」;Kaibutsu Oujo Special, Kaibutsu Oujo: Sleeping Princess, Princess Resurrection Special;Special;Manga;1;Finished Airing;23 min;PG-13 - Teens 13 or older;6.96;5038;4125;5512;11182;14;;;Lantis;Sentai Filmworks;Madhouse;Action, Comedy, Horror, Supernatural;;Vampire;Shounen;https://cdn.myanimelist.net/images/anime/13/22440.jpg;2008-02-14;;Feb 14, 2008;
4087;Michiko to Hatchin;Michiko & Hatchin;ミチコとハッチン;Michiko e Hatchin, Michiko to Hacchin;TV;Original;22;Finished Airing;22 min per ep;R - 17+ (violence & profanity);7.84;57575;819;1105;185742;2261;fall;2008;Media Factory, Shochiku, Yomiko Advertising, Fuji TV;Funimation;Manglobe;Action, Adventure;;;;https://cdn.myanimelist.net/images/anime/10/59535.jpg;2008-10-16;2009-03-19;Oct 16, 2008 to Mar 19, 2009;
4094;Batman: Gotham Knight;Batman: Gotham Knight;バットマン ゴッサムナイト;Batman Anime;OVA;Other;6;Finished Airing;12 min per ep;R - 17+ (violence & profanity);6.94;16691;4191;3743;28096;63;;;Cyclone Graphics;Warner Bros. Japan;Bee Train, Production I.G, Madhouse, Studio 4°C;Action, Adventure;;Martial Arts;;https://cdn.myanimelist.net/images/anime/11/17272.jpg;2008-07-08;;Jul 8, 2008;
4106;Trigun: Badlands Rumble;Trigun - Badlands Rumble;トライガン;Trigun the Movie;Movie;Manga;1;Finished Airing;1 hr 30 min;PG-13 - Teens 13 or older;7.93;69715;676;1492;129301;230;;;flying DOG, Sunny Side Up, Studio Jack, Shounen Gahousha;Funimation;Madhouse;Action, Adventure, Comedy, Drama, Sci-Fi;;Adult Cast;Shounen;https://cdn.myanimelist.net/images/anime/1930/116400.jpg;2010-04-02;;Apr 2, 2010;
4107;Tengen Toppa Gurren Lagann Movie 1: Gurren-hen;Gurren Lagann The Movie: Childhood's End;劇場版 天元突破グレンラガン 紅蓮篇;Gekijouban Tengen Toppa Gurren Lagann: Guren-hen, Tengen Toppa Gurren Lagann the Movie;Movie;Original;1;Finished Airing;1 hr 52 min;PG-13 - Teens 13 or older;8.16;76736;386;1315;153247;377;;;Aniplex;Aniplex of America;Gainax;Action, Comedy;;Mecha;;https://cdn.myanimelist.net/images/anime/1270/115752.jpg;2008-09-06;;Sep 6, 2008;
4130;Petit Eva: Evangelion@School;;ぷちえう゛ぁ;Puchi Eva, Eva-School, EAS, EOS, Neon Genesis Evangelion @ School;ONA;Original;24;Finished Airing;3 min per ep;G - All Ages;5.48;10482;11361;3929;25251;35;;;Bandai Visual, Bandai Channel;;Xebec, Kanaban Graphics;Comedy;;School;;https://cdn.myanimelist.net/images/anime/10/7593.jpg;2007-03-20;2009-03-11;Mar 20, 2007 to Mar 11, 2009;
4134;"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den";Naruto Shippuden: Konoha Gakuen - Special;"NARUTO 疾風伝「疾風! ""木ノ葉学園""伝」";NARUTO Shippu Konoha Gakuen Den Special, Konoha High;Special;Manga;1;Finished Airing;8 min;PG-13 - Teens 13 or older;7.14;30838;3339;2440;62246;187;;;Bandai;;Pierrot;Action;;Martial Arts, School;Shounen;https://cdn.myanimelist.net/images/anime/5/51895.jpg;2008-02-06;;Feb 6, 2008;
4136;Penguin Musume♥Heart;Penguin Musume♥Heart;ペンギン娘♥はぁと;Penguin Girl;ONA;Manga;22;Finished Airing;11 min per ep;R+ - Mild Nudity;6.71;6236;5309;4737;16496;19;;;Dwango, Good Smile Company, Nippon Cultural Broadcasting;;Picture Magic;Comedy, Slice of Life, Ecchi;;Otaku Culture, School;;https://cdn.myanimelist.net/images/anime/2/8270.jpg;2008-04-19;2008-11-14;Apr 19, 2008 to Nov 14, 2008;
4151;Blade of the Immortal;Blade of the Immortal;無限の住人;Mugen no Juunin;TV;Manga;13;Finished Airing;24 min per ep;R - 17+ (violence & profanity);6.82;25239;4778;2363;65501;144;summer;2008;Production I.G, Kodansha;Media Blasters;Bee Train;Action, Adventure, Supernatural;;Historical, Samurai;Seinen;https://cdn.myanimelist.net/images/anime/2/74074.jpg;2008-07-14;2008-12-29;Jul 14, 2008 to Dec 29, 2008;
4155;One Piece Film: Strong World;One Piece Film: Strong World;ワンピース　フィルム　ストロングワールド;One Piece Movie 10;Movie;Manga;1;Finished Airing;1 hr 55 min;PG-13 - Teens 13 or older;8.1;142620;450;921;226402;432;;;;Funimation;Toei Animation;Action, Adventure, Fantasy;;;Shounen;https://cdn.myanimelist.net/images/anime/1192/116784.jpg;2009-12-12;;Dec 12, 2009;
4156;Ichigo Mashimaro Episode 0;;苺ましまろ;Strawberry Marshmallow Prologue, Ichigo Mashimaro - S1;Special;4-koma manga;1;Finished Airing;4 min;PG-13 - Teens 13 or older;7.04;8024;3821;4982;14410;6;;;;Sentai Filmworks, Geneon Entertainment USA;Daume;Comedy;;CGDCT;;https://cdn.myanimelist.net/images/anime/10/19666.jpg;2005-06-08;;Jun 8, 2005;
4163;Seto no Hanayome OVA;Seto no Hanayome OVA;瀬戸の花嫁 OVA;Seto no Hanayome Jin, Seto no Hanayome Gi;OVA;Manga;2;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;7.83;27420;841;2720;51176;30;;;;;Gonzo, AIC;Comedy, Romance;;Parody, School;Shounen;https://cdn.myanimelist.net/images/anime/6/22426.jpg;2008-11-03;2009-01-05;Nov 3, 2008 to Jan 5, 2009;
4166;To Heart 2 AD;ToHeart 2 AD;トゥハート2;ToHeart 2: Another Days, To Heart 2: Another Days, ToHeart2ad;OVA;Visual novel;2;Finished Airing;28 min per ep;PG-13 - Teens 13 or older;6.83;2368;4737;6878;6485;4;;;;;Chaos Project;Comedy, Romance, Ecchi;;;;https://cdn.myanimelist.net/images/anime/3/75476.jpg;2008-03-26;2008-08-08;Mar 26, 2008 to Aug 8, 2008;
4177;Bounen no Xamdou;Xam'd: Lost Memories;亡念のザムド;Bonen no Xamdou, Bonen no Zamudo, Bounen no Zamudo, Bounen no Zamned;ONA;Original;26;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.65;56726;1242;1461;133798;1063;;;Aniplex, Half H.P Studio;Sentai Filmworks;Bones;Action, Adventure, Sci-Fi;;Military;;https://cdn.myanimelist.net/images/anime/2/23189.jpg;2008-07-15;2009-02-04;Jul 15, 2008 to Feb 4, 2009;
4181;Clannad: After Story;Clannad: After Story;CLANNAD〜AFTER STORY〜 クラナド アフターストーリー;;TV;Visual novel;24;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;8.94;622978;16;107;1110992;67649;fall;2008;Pony Canyon, TBS, Rakuonsha, Animation Do;Sentai Filmworks;Kyoto Animation;Drama, Romance, Supernatural;;;;https://cdn.myanimelist.net/images/anime/1299/110774.jpg;2008-10-03;2009-03-27;Oct 3, 2008 to Mar 27, 2009;Fridays
4182;Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita;;DARKER THAN BLACK -黒の契約者- 桜の花の満開の下;Darker than Black Episode 26, DTB, Darker than Black: Kuro no Keiyakusha Special;Special;Original;1;Finished Airing;23 min;R - 17+ (violence & profanity);7.55;77110;1534;1453;134447;185;;;Aniplex, Square Enix;Funimation;Bones;Comedy, Sci-Fi;;Parody;;https://cdn.myanimelist.net/images/anime/3/32729.jpg;2008-03-26;;Mar 26, 2008;
4186;Chrome Shelled Regios;Chrome Shelled Regios;鋼殻のレギオス;Koukaku no Regios, Kokaku no Regios;TV;Light novel;24;Finished Airing;24 min per ep;R - 17+ (violence & profanity);7.29;101391;2539;1028;202600;1026;winter;2009;AMG MUSIC;Funimation;Zexcs;Action, Adventure, Fantasy, Sci-Fi;;School;;https://cdn.myanimelist.net/images/anime/9/12238.jpg;2009-01-11;2009-06-21;Jan 11, 2009 to Jun 21, 2009;
4188;Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba;;魔法先生ネギま！～白き翼 ALA ALBA～;Magister Negi Magi: Ala Alba, Magical Teacher Negima! ~The White Wing~;OVA;Manga;3;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;7.41;10478;2029;3603;30159;41;;;;;Shaft, Studio Pastoral;Adventure, Comedy, Romance, Supernatural, Ecchi;;Harem, Vampire;Shounen;https://cdn.myanimelist.net/images/anime/1916/98810.jpg;2008-08-12;2009-02-17;Aug 12, 2008 to Feb 17, 2009;
4189;Fuyu no Sonata;Winter Sonata;冬のソナタ;Winter Ballad, Winter Love Story;TV;Other;26;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.3;5260;2489;4118;22853;65;fall;2009;Yoon's Color;;Studio Comet, KeyEast, REALTHING;Drama, Romance;;;;https://cdn.myanimelist.net/images/anime/12/26302.jpg;2009-10-17;2010-05-01;Oct 17, 2009 to May 1, 2010;
4195;Kodomo no Jikan Ni Gakki;;こどものじかん 2学期;Kodomo no Jikan: Second Term, Kodomo no Jikan OVA 3;OVA;Manga;3;Finished Airing;23 min per ep;R - 17+ (violence & profanity);7.04;16712;3826;3559;30892;31;;;Dream Force;;Diomedéa;Comedy, Ecchi;;School;;https://cdn.myanimelist.net/images/anime/3/39447.jpg;2009-02-20;2009-07-24;Feb 20, 2009 to Jul 24, 2009;
4196;Ikkitousen: Great Guardians;;一騎当千: Great Guardians;;TV;Manga;12;Finished Airing;24 min per ep;R+ - Mild Nudity;6.73;27789;5203;2406;63515;77;summer;2008;Genco, Media Factory, AT-X, Showgate, Toranoana, Zack Promotion;Funimation;Arms;Action, Ecchi;;Martial Arts, School, Super Power;;https://cdn.myanimelist.net/images/anime/2/22922.jpg;2008-06-11;2008-08-27;Jun 11, 2008 to Aug 27, 2008;Wednesdays
4197;Blue Dragon: Tenkai no Shichi Ryuu;Blue Dragon: The Seven Dragons of the Heavens;BLUE DRAGON 天界の七竜;Blue Dragon: Tenkuu no Nana Ryuu, Blue Dragon: The Seven Dragons of Heaven;TV;Game;51;Finished Airing;20 min per ep;PG - Children;6.53;7403;6321;4721;16691;16;spring;2008;TV Tokyo;VIZ Media;Pierrot;Adventure, Comedy, Fantasy, Supernatural;;;;https://cdn.myanimelist.net/images/anime/2/21147.jpg;2008-04-05;2009-03-28;Apr 5, 2008 to Mar 28, 2009;
4200;Dirty Pair OVA;;ダーティペア (1987);Original Dirty Pair, Dirty Pair (1987);OVA;Light novel;10;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;7.09;2575;3553;6711;6924;16;;;;ADV Films, Nozomi Entertainment;Sunrise, Kino Production;Adventure, Comedy, Sci-Fi;;Detective;;https://cdn.myanimelist.net/images/anime/4/61127.jpg;1987-12-21;1988-04-21;Dec 21, 1987 to Apr 21, 1988;
4205;KimiKiss Pure Rouge: Love Fighter;;キミキス pure rouge;Kimi-kiss pure rouge, KimiKiss Pure Rouge Special;Special;Visual novel;1;Finished Airing;24 min;PG-13 - Teens 13 or older;6.94;6554;4206;5364;12034;5;;;;;J.C.Staff;Romance;;School;;https://cdn.myanimelist.net/images/anime/1203/127869.jpg;2008-08-22;;Aug 22, 2008;
4209;Mission-E;;MISSION-E;;TV;Original;12;Finished Airing;24 min per ep;PG - Children;6.42;2132;6943;7243;5683;5;summer;2008;;Media Blasters;Studio Deen;Action, Comedy, Sci-Fi;;School;;https://cdn.myanimelist.net/images/anime/1605/106039.jpg;2008-07-08;2008-09-23;Jul 8, 2008 to Sep 23, 2008;
4214;Rosario to Vampire Capu2;Rosario + Vampire Capu2;ロザリオとバンパイア Capu2;Rosario + Vampire Season 2, Rosario and Vampire Capu2;TV;Manga;13;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;6.91;245280;4348;488;396621;1079;fall;2008;GDH, Yomiko Advertising, Happinet Pictures, Shueisha, Sotsu Music Publishing;Funimation;Gonzo;Comedy, Fantasy, Romance, Ecchi;;Harem, School, Vampire;;https://cdn.myanimelist.net/images/anime/6/25093.jpg;2008-10-02;2008-12-25;Oct 2, 2008 to Dec 25, 2008;Thursdays
4224;Toradora!;Toradora!;とらドラ！;Tiger X Dragon;TV;Light novel;25;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;8.1;1285034;454;20;2040874;54420;fall;2008;Genco, Starchild Records, Magic Capsule, Yomiuri Advertising, TV Tokyo Music;NIS America, Inc.;J.C.Staff;Drama, Romance;;Love Polygon, School;;https://cdn.myanimelist.net/images/anime/13/22128.jpg;2008-10-02;2009-03-26;Oct 2, 2008 to Mar 26, 2009;Thursdays
4232;Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen;Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront;機動戦士ガンダム　ＭＳ ＩＧＬＯＯ ２　重力戦線;;OVA;Unknown;3;Finished Airing;30 min per ep;PG-13 - Teens 13 or older;6.62;5787;5832;5395;11766;7;;;;Nozomi Entertainment;Sunrise;Sci-Fi;;Mecha;;https://cdn.myanimelist.net/images/anime/9/7880.jpg;2008-10-24;2009-04-24;Oct 24, 2008 to Apr 24, 2009;
4246;Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai;Eureka Seven - good night, sleep tight, young lovers;交響詩篇エウレカセブン ポケットが虹でいっぱい;Eureka Seven Movie, Psalms of Planets Eureka Seven: Pocket Full of Rainbows;Movie;Original;1;Finished Airing;1 hr 55 min;PG-13 - Teens 13 or older;7.14;22405;3333;2952;43993;98;;;;Funimation, Bandai Entertainment;Bones, Kinema Citrus;Adventure, Romance, Sci-Fi;;Mecha;;https://cdn.myanimelist.net/images/anime/8/12896.jpg;2009-04-25;;Apr 25, 2009;
4262;Koihime†Musou;;恋姫†無双;;TV;Visual novel;12;Finished Airing;25 min per ep;R+ - Mild Nudity;6.73;18720;5209;2865;46113;109;summer;2008;;Sentai Filmworks;Doga Kobo;Action, Adventure, Fantasy, Ecchi;;Historical, Martial Arts;;https://cdn.myanimelist.net/images/anime/4/20740.jpg;2008-07-09;2008-09-24;Jul 9, 2008 to Sep 24, 2008;Wednesdays
4264;Ultraviolet: Code 044;Ultraviolet: Code 044;ウルトラヴァイオレットコード044;Ultraviolet:Code044;TV;Other;12;Finished Airing;24 min per ep;R - 17+ (violence & profanity);5.8;1391;10078;6815;6660;6;summer;2008;Sony Pictures Entertainment, Tezuka Productions, Mill Creek Entertainment;;Madhouse;Action, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/5/21701.jpg;2008-07-01;2008-09-16;Jul 1, 2008 to Sep 16, 2008;
4280;Kara no Kyoukai Movie 4: Garan no Dou;The Garden of Sinners Chapter 4: The Hollow Shrine;劇場版 空の境界 the Garden of sinners 第四章『伽藍の洞』;Kara no Kyoukai: The Garden of Sinners Movie 4, Borderline of Emptiness: The Hollow Shrine, The Garden of Sinners: garan-no-dou;Movie;Light novel;1;Finished Airing;46 min;R - 17+ (violence & profanity);7.84;123427;825;1024;203142;294;;;Notes;Aniplex of America;ufotable;Action, Mystery, Supernatural, Suspense;;;;https://cdn.myanimelist.net/images/anime/9/21736.jpg;2008-05-24;;May 24, 2008;
4282;Kara no Kyoukai Movie 5: Mujun Rasen;The Garden of Sinners Chapter 5: Paradox Spiral;劇場版 空の境界 the Garden of sinners 第五章『矛盾螺旋』;Kara no Kyoukai: The Garden of Sinners Movie 5, Borderline of Emptiness: Paradox Spiral, The Garden of Sinners: Paradox Paradigm;Movie;Light novel;1;Finished Airing;1 hr 54 min;R - 17+ (violence & profanity);8.53;124834;105;924;224604;4397;;;Notes;Aniplex of America;ufotable;Action, Drama, Mystery, Romance, Supernatural, Suspense;;;;https://cdn.myanimelist.net/images/anime/1574/112838.jpg;2008-08-16;;Aug 16, 2008;
4304;Kodomo no Jikan;A Forbidden Time;こどもの時間;Child's Time;OVA;Manga;7;Finished Airing;28 min per ep;Rx - Hentai;6.09;3419;;5825;9791;41;;;Five Ways;;Meltdown;Hentai;;;;https://cdn.myanimelist.net/images/anime/1482/114707.jpg;2000-12-16;2002-12-18;Dec 16, 2000 to Dec 18, 2002;
4312;Hokuto no Ken: Toki-den;Fist of the North Star: The Legend of Toki;真救世主伝説 北斗の拳 トキ伝;Shin Kyuuseishu Densetsu Hokuto no Ken Toki-den;OVA;Unknown;1;Finished Airing;57 min;R - 17+ (violence & profanity);7.4;3504;2077;6315;8044;12;;;TMS Entertainment, North Stars Pictures;;APPP;Action;;Martial Arts;;https://cdn.myanimelist.net/images/anime/8/8122.jpg;2008-03-26;;Mar 26, 2008;
4320;Lupin III: Green vs. Red;;ルパン三世GREENvsRED;;OVA;Unknown;1;Finished Airing;1 hr 19 min;PG-13 - Teens 13 or older;6.61;3778;5833;6282;8132;10;;;VAP, Tohokushinsha Film Corporation, Studio Jack;Discotek Media;TMS Entertainment;Action, Adventure, Comedy, Mystery;;Adult Cast;Seinen;https://cdn.myanimelist.net/images/anime/10/15007.jpg;2008-04-02;;Apr 2, 2008;
4334;Heroman;;ヒーローマン;;TV;Original;26;Finished Airing;24 min per ep;PG - Children;6.81;15335;4830;3194;38202;74;spring;2010;TV Tokyo, Dentsu, Square Enix;;Bones;Action, Sci-Fi;;;Shounen;https://cdn.myanimelist.net/images/anime/10/23841.jpg;2010-04-01;2010-09-23;Apr 1, 2010 to Sep 23, 2010;Thursdays
4342;Harukoi Otome;;春恋＊乙女;;OVA;Visual novel;2;Finished Airing;27 min per ep;Rx - Hentai;6.52;2104;;6998;6220;9;;;D3, White Bear, Mediabank;;Studio 9 Maiami;Hentai;;Harem;;https://cdn.myanimelist.net/images/anime/3/26846.jpg;2008-04-18;2008-07-18;Apr 18, 2008 to Jul 18, 2008;
4353;Gakuen Heaven: Hamu Hamu Heaven;Heaven Academy Specials;学園ヘヴンはむはむヘヴン;Boy's Love Scramble Specials, Gakuen Heaven: Ham Ham Heaven;Special;Visual novel;12;Finished Airing;1 min per ep;PG-13 - Teens 13 or older;6.62;3325;5823;6600;7202;6;;;;Media Blasters;Tokyo Kids;Comedy;;;;https://cdn.myanimelist.net/images/anime/1766/126460.jpg;2006-07-07;2006-12-08;Jul 7, 2006 to Dec 8, 2006;
4358;Aniyome wa Ijippari;Lover-in-Law;兄嫁はいじっぱり;Elder Brother's Wife Ijippari;OVA;Visual novel;2;Finished Airing;25 min per ep;Rx - Hentai;7.09;9681;;4285;20678;156;;;Discovery;;Oz Inc.;Hentai;;;;https://cdn.myanimelist.net/images/anime/1327/103813.jpg;2008-04-18;2008-06-20;Apr 18, 2008 to Jun 20, 2008;
4360;Uchuu Kaizoku Sara;;宇宙海賊サラ;Space Pirate Sara, Space Bandit Sarah, Space Pirates Sala;OVA;Visual novel;4;Finished Airing;27 min per ep;Rx - Hentai;6.82;4645;;5471;11406;104;;;Pixy;;Anime Antenna Iinkai;Sci-Fi, Supernatural, Hentai;;;;https://cdn.myanimelist.net/images/anime/1570/119696.jpg;2008-04-26;2010-02-20;Apr 26, 2008 to Feb 20, 2010;
4361;Grenadier: Hohoemi no Senshi Specials;;グレネーダー 〜ほほえみの閃士〜;Grenadier: The Beautiful Warrior Specials, Grenadier: The Smiling Senshi Specials;Special;Manga;6;Finished Airing;1 min per ep;PG-13 - Teens 13 or older;6.45;1992;6765;7004;6212;1;;;Shochiku, Kadokawa Shoten;;Group TAC;Comedy, Ecchi;;Parody;;https://cdn.myanimelist.net/images/anime/8/8274.jpg;2005-01-28;2005-06-29;Jan 28, 2005 to Jun 29, 2005;
4362;Fireball;Fireball;ファイアボール;;TV;Original;13;Finished Airing;1 min per ep;G - All Ages;6.64;5427;5674;5820;9806;25;spring;2008;Disney Platform Distribution;;Jinnis Animation Studios;Comedy, Sci-Fi;;;;https://cdn.myanimelist.net/images/anime/11/27729.jpg;2008-04-07;2008-06-30;Apr 7, 2008 to Jun 30, 2008;Mondays
4365;Hitou Meguri The Animation: Wakaokami, Rachiru;;秘湯めぐり The Animation 「若女将、拉致る」;;OVA;Visual novel;1;Finished Airing;27 min;Rx - Hentai;6.06;2051;;7228;5713;15;;;Armor;;;Hentai;;;;https://cdn.myanimelist.net/images/anime/1135/103997.jpg;2006-03-24;;Mar 24, 2006;
4382;Suzumiya Haruhi no Yuuutsu (2009);The Melancholy of Haruhi Suzumiya Season 2;涼宮ハルヒの憂鬱;Suzumiya Haruhi no Yuutsu (2009), Endless Eight, The Sigh of Haruhi Suzumiya;TV;Light novel;14;Finished Airing;24 min per ep;PG-13 - Teens 13 or older;7.22;288231;2924;379;498136;2117;spring;2009;Kadokawa Shoten;Funimation, Bandai Entertainment;Kyoto Animation;Comedy, Mystery, Sci-Fi, Slice of Life;;School;;https://cdn.myanimelist.net/images/anime/8/75377.jpg;2009-05-22;2009-09-11;May 22, 2009 to Sep 11, 2009;Fridays
4399;Honoo no Haramase Tenkousei;;炎の孕ませ転校生;Honoo no Haramase Tenkousei Ue, Flaming Impregnating Transfer Student;OVA;Visual novel;3;Finished Airing;29 min per ep;Rx - Hentai;6.66;3227;;5713;10250;29;;;Himajin Planning;;T-Rex;Hentai;;Harem, School;;https://cdn.myanimelist.net/images/anime/1198/104004.jpg;2006-10-27;2007-07-27;Oct 27, 2006 to Jul 27, 2007;
4415;World Destruction: Sekai Bokumetsu no Rokunin;Sands of Destruction;ワールド・デストラクション ～世界撲滅の六人～;;TV;Game;13;Finished Airing;25 min per ep;PG-13 - Teens 13 or older;6.95;23366;4175;2743;50446;107;summer;2008;Sega;Funimation;Production I.G;Adventure, Fantasy;;;;https://cdn.myanimelist.net/images/anime/3/30347.jpg;2008-07-08;2008-09-30;Jul 8, 2008 to Sep 30, 2008;
4421;Moetan Specials;Moetan;もえたん;;Special;Unknown;2;Finished Airing;26 min per ep;R+ - Mild Nudity;6.47;2650;6645;7294;5575;2;;;;;Actas;Comedy, Ecchi;;School;;https://cdn.myanimelist.net/images/anime/9/15066.jpg;2007-12-21;2008-03-25;Dec 21, 2007 to Mar 25, 2008;
